cnes;razao_social;nome_fantasia;logradouro;numero;bairro;CEP;codigo_municipio;latitude;londitude;referencia
2327627;PREF M SAO BENEDITO                                         ;UBS DE INHARE                                               ;SITIO INHARE                            ;S/N       ;SITIO INHARE        ;62370000;231230;-4.054387                     ;-41.054200                    ;202104
2327635;PREF M SAO BENEDITO                                         ;UBS FELIPE VASCONCELOS                                      ;DISTRITO DE BARREIRO                    ;S/N       ;DISTRITO DE BAR     ;62370000;231230;-4.0188281                    ;-41.0023965                   ;202104
2327643;PREF M SAO BENEDITO                                         ;CENTRO DE SAUDE DE SAO BENEDITO                             ;RUA ARISTIDES BARRETO                   ;S/N       ;CENTRO              ;62370000;231230;-4.04131770000                ;-40.86559180000               ;202104
2327651;MUNICIPIO DE SAO BENEDITO                                   ;UBS DA FAZENDINHA                                           ;SITIO FAZENDINHA                        ;S/N       ;SITIO FAZENDINHA    ;62370000;231230;-4.0557875                    ;-40.9392657                   ;202104
2327708;PREFEITURA MUNICIPAL DE CROATA                              ;UNIDADE BASICA DE SAUDE DE BARRA DO SOTERO                  ;DISTRITO DE BARRA DO SOTERO             ;S/N       ;CENTRO              ;62390000;230423;-4.3407570                    ;-40.9466397                   ;202104
2327716;PREFEITURA MUNICIPAL DE CROATA                              ;POSTO DE SAUDE DE SAO FRANCISCO                             ;SITIO SAO FRANCISCO                     ;S/N       ;SITIO SAO FRANCISCO ;62390000;230423;-4.4637739                    ;-40.8680986                   ;202104
2327724;PREFEITURA MUNICIPAL DE CROATA                              ;UNIDADE BASICA DE SAUDE DA SEDE                             ;RUA JOAO OTAVIANO                       ;S/N       ;CAROBA              ;62390000;230423;-4.4162010                    ;-40.9040388                   ;202104
2327732;PREFEITURA MUNICIPAL DE CROATA                              ;UNIDADE BASICA DE SAUDE DE SANTA TEREZA                     ;DISTRITO DE SANTA TEREZA                ;S/N       ;DISTRITO DE SAN     ;62390000;230423;-4.3825749                    ;-41.0643565                   ;202104
2327740;PREFEITURA MUNICIPAL DE CROATA                              ;UNIDADE BASICA DE SAUDE DE BETANIA                          ;DISTRITO DE BETANIA                     ;S/N       ;DISTRITO DE BETANIA ;62390000;230423;-4.3585206                    ;-40.8648172                   ;202104
2327759;PREFEITURA MUNICIPAL DE CROATA                              ;UNIDADE BASICA DE SAUDE DE SAO ROQUE                        ;DISTRITO DE SAO ROQUE                   ;S/N       ;DISTRITO DE SAO     ;62390000;230423;-4.3789893                    ;-40.8292528                   ;202104
2327767;PREFEITURA MUNICIPAL DE PACOTI                              ;POSTO DE SAUDE DE VOLTA DO RIO                              ;COMUNIDADE DE VOLTA DO RIO              ;S/N       ;ZONA RURAL          ;62770000;230980;-4.1712866615414335           ;-38.86945724487305            ;202104
2327775;PREFEITURA MUNICIPAL DE PACOTI                              ;POSTO DE SAUDE DE DIAMANTE                                  ;SITIO DIAMANTE                          ;S/N       ;ZONA RURAL          ;62770000;230980;-4.208951220102289            ;-38.87563705444336            ;202104
2327783;PREFEITURA MUNICIPAL DE PACOTI                              ;POSTO DE SAUDE DE AREIAS                                    ;COMUNIDADE DE AREIAS                    ;S/N       ;ZONA RURAL          ;62770000;230980;-4.2368560597689475           ;-38.8615608215332             ;202104
2327791;PREFEITURA MUNICIPAL DE PACOTI                              ;POSTO DE SAUDE DE MACAPA                                    ;COMUNIDADE DE MACAPA                    ;S/N       ;ZONA RURAL          ;62770000;230980;                              ;                              ;202104
2327805;PREFEITURA MUNICIPAL DE PACOTI                              ;POSTO DE SAUDE DO ICO                                       ;VILA DE FATIMA                          ;S/N       ;ZONA RURAL          ;62770000;230980;-4.184298259484299            ;-38.91855239868164            ;202104
2327813;PREFEITURA MUNICIPAL DE PACOTI                              ;POSTO DE SAUDE DE OITICICA                                  ;COMUNIDADE DE OITICICA                  ;S/N       ;ZONA RURAL          ;62770000;230980;-4.1687185575143815           ;-38.9190673828125             ;202104
2327848;PREFEITURA MUNICIPAL DE PACOTI                              ;UNIDADE MUNICIPAL DE FISIOTERAPIA                           ;RUA CORONEL LUZ                         ;S/N       ;CENTRO              ;62770000;230980;-4.226135070629078            ;-38.92177104949951            ;202104
2327856;PREFEITURA MUNICIPAL DE PACAJUS                             ;UNIDADE BASICA DE SAUDE DA FAMILIA DA MANGABEIRA            ;AVENIDA DUCA PEDRO                      ;S/N       ;MANGABEIRA          ;62870000;230960;-4.146803729081528            ;-38.41850280761719            ;202104
2327864;PREFEITURA MUNICIPAL DE CAPISTRANO                          ;UNIDADE DE SAUDE DE BANANEIRAS                              ;BANANEIRAS                              ;S/N       ;ZONA RURAL          ;62748000;230290;-4.365335765290383            ;-38.93457055091858            ;202104
2327872;PREFEITURA MUNICIPAL DE CAPISTRANO                          ;CENTRO DE SAUDE DE CAPISTRANO                               ;RUA ANTONIO FERNANDES BEZERRA           ;S/N       ;URBANO              ;62748000;230290;-4.466848040412346            ;-38.90147754934692            ;202104
2327880;PREFEITURA MUNICIPAL DE CAPISTRANO                          ;CENTRO DE ATENCAO PSICOSSOCIAL CAPS                         ;RUA GALDINO FERREIRA LIMA               ;14        ;CENTRO              ;62748000;230290;-4.470253654700971            ;-38.90255846734619            ;202104
2327899;PREFEITURA MUNICIPAL DE CAPISTRANO                          ;UNIDADE DE SAUDE DE SERRA DO VICENTE                        ;SERRA DO VICENTE                        ;S/N       ;ZONA RURAL          ;62748000;230290;-4.393278                     ;-38.96338                     ;202104
2327902;PREFEITURA MUNICIPAL DE CAPISTRANO                          ;UNIDADE DE SAUDE DE CARQUEJA                                ;CARQUEJA                                ;S/N       ;ZONA RURAL          ;62748000;230290;-4.472218283783572            ;-38.94208471896362            ;202104
2327910;PREFEITURA MUNICIPAL DE CAPISTRANO                          ;UNIDADE DE SAUDE DE CAJUAS                                  ;CAJUAS                                  ;S/N       ;ZONA RURAL          ;62748000;230290;-4.494841674578176            ;-38.95103931427002            ;202104
2327929;PREFEITURA MUNICIPAL DE CAPISTRANO                          ;UNIDADE DE SAUDE DE SANS SOUCI                              ;SANS SOUCI                              ;S/N       ;ZONA RURAL          ;62748000;230290;-4.472295260117083            ;-38.92541545437622            ;202104
2327937;PREFEITURA MUNICIPAL DE CAPISTRANO                          ;UNIDADE DE SAUDE DO BOQUEIRAO                               ;BOQUEIRAO                               ;S/N       ;ZONA RURAL          ;62748000;230290;-4.4995167                    ;-38.9174878                   ;202104
2327945;ASSOC PROT MAT INF DE CAMOCIM                               ;HOSPITAL DEPUTADO MURILO AGUIAR                             ;RUA 24 DE MAIO                          ;698       ;CENTRO              ;62400000;230260;-2.9010385552852487           ;-40.842039585113525           ;202104
2327953;PREF M CHAVAL                                               ;HOSPITAL MUNICIPAL ELIZETE CARDOSO P PACHECO                ;AV JOSE ROMAO RIOS                      ;S/N       ;CENTRO              ;62420000;230390;-3.034                        ;-41.244                       ;202104
2327961;PREFEITURA MUNICIPAL DE JAGUARETAMA                         ;HOSPITAL E MATERNIDADE ADOLFO BEZERRA DE MENEZES            ;RUA TRISTAO GONCALVES                   ;185       ;CENTRO              ;63480000;230670;-5.6131031                    ;-38.7639174                   ;202104
2327996;FUNDACAO SAO LUCAS                                          ;SANTA CASA DE MORADA NOVA                                   ;AV MANOEL CASTRO                        ;237       ;CENTRO              ;62940000;230870;-5.107                        ;-38.373                       ;202104
2328003;HOSPITAL E CASA DE SAUDE DE RUSSAS                          ;HOSPITAL E CASA DE SAUDE DE RUSSAS                          ;RUA DR JOSE RAMALHO                     ;1436      ;CENTRO              ;62900000;231180;-4.937903                     ;-37.969848                    ;202104
2328011;SOCIEDADE DE PROTECAO A MATERNIDADE E A INF DE RUSSAS LTDA  ;HOSPITAL E MATERNIDADE DIVINA PROVIDENCIA DE RUSSAS         ;RUA DOUTOR JOSE RAMALHO                 ;1402      ;CENTRO              ;62900000;231180;-4.9378123                    ;-37.9693108                   ;202104
2328038;PREF M ARNEIROZ                                             ;HOSPITAL MUNICIPAL DE ARNEIROZ                              ;AVENIDA GOV VIRGILIO TAVORA             ;S/N       ;CENTRO              ;63670000;230150;-6.31755924402716             ;-40.16520023345947            ;202104
2328046;SOCIEDADE BENEFICENTE SAO CAMILO                            ;HOSPITAL DR ALBERTO FEITOSA LIMA                            ;RUA ABIGAIL CIDRAO                      ;213       ;COLIBRIS            ;63660000;231330;-6.003825513813806            ;-40.30016899108887            ;202104
2328054;CLINICA DE IMAGENS DR JOAO DA LUZ                           ;CLINICA DE IMAGENS DR JOAO DA LUZ                           ;AV ODILON AGUIAR                        ;26        ;CENTRO              ;63660000;231330;-5.9959539                    ;-40.2948226                   ;202104
2328070;PREFEITURA MUNICIPAL DE CHORO                               ;HOSPITAL MATERNIDADE PE JOSE BEZERRA FILHO                  ;COHAB CAROLINA DINELLY                  ;S/N       ;CIDADE NOVA         ;63950000;230393;-4.855340                     ;-39.133950                    ;202104
2328100;PREFEITURA MUNICIPAL DE MILHA                               ;HOSPITAL MUNICIPAL JOAO LEOPOLDO PINHEIRO LANDIM            ;RUA JOAQUIM NEMESIO                     ;S/N       ;CENTRO              ;63635000;230835;-5.675                        ;-39.194                       ;202104
2328119;PREFEITURA MUNICIPAL DE SOLONOPOLE                          ;HOSPITAL MATERNIDADE MARIA SUELLY NOGUEIRA PINHEIRO         ;RUA DEPUTADO ALFREDO BARREIRA FILHO     ;128       ;CENTRO              ;63620000;231300;-5.7332751780526525           ;-39.01015520095825            ;202104
2328127;PREF M CATARINA                                             ;POSTO DE SAUDE BENJAMIM SIQUEIRA DE ARAUJO FIGUEIREDO       ;VILA DE FIGUEIREDO                      ;S/N       ;CENTRO              ;63595000;230360;-6.130698125355646            ;-39.87957715988159            ;202104
2328135;PREF M CATARINA                                             ;POSTO DE SAUDE ANTONIO ANIAS RIBEIRO                        ;DISTRITO SAO GONCALO                    ;S/N       ;CENTRO              ;63595000;230360;-6.131                        ;-39.878                       ;202104
2328143;MUNICIPIO DE JUCAS                                          ;CENTRO DE SAUDE NENEN BARROS                                ;DISTRITO DE VILA MEL                    ;S/N       ;DISTRITO DE VILA MEL;63580000;230740;-6.403073                     ;-39.58169                     ;202104
2328151;MUNICIPIO DE JUCAS                                          ;POSTO DE SAUDE DE POCO GRANDE                               ;SITIO POCO GRANDE                       ;S/N       ;DISTRITO DE VILA POC;63580000;230740;-6.465670                     ;-39.680712                    ;202104
2328178;MUNICIPIO DE JUCAS                                          ;POSTO DE SAUDE DE CANAFISTULA                               ;SITIO CANAFISTULA                       ;S/N       ;DISTRITO DE VILA CAN;63580000;230740;-6.418291                     ;-39.448938                    ;202104
2328186;MUNICIPIO DE JUCAS                                          ;UBS RAFAEL ALVES BEZERRA                                    ;RUA JOSE NOBERTO                        ;S/N       ;DISTRITO DE VILA SAO;63580000;230740;-6.451650                     ;-39.448262                    ;202104
2328194;MUNICIPIO DE JUCAS                                          ;POSTO DE SAUDE DE BAIXIO DA DONANA                          ;SITIO BAIXIO DA DONANA                  ;S/N       ;DISTRITO DE BAIXIO D;63580000;230740;-6.350522                     ;-39.681704                    ;202104
2328208;MUNICIPIO DE JUCAS                                          ;CENTRO DE SAUDE CREBILON L VERDE                            ;VILA JOSE BENTO                         ;S/N       ;CENTRO              ;63580000;230740;-6.518658135003452            ;-39.52857255935669            ;202104
2328216;PREF M DEP IRAPUAN PINHEIRO                                 ;UNIDADE BASICA DE SAUDE DO BAIXIO                           ;RUA FRANCISCO AUGUSTO DA SILVA          ;S/N       ;CENTRO              ;63645000;230426;-5.917                        ;-39.268                       ;202104
2328224;PREF M DEP IRAPUAN PINHEIRO                                 ;UNIDADE BASICA DE SAUDE DA BETANIA                          ;RUA ANTONIO ALVES ROLIM                 ;S/N       ;CENTRO              ;63645000;230426;-5.917                        ;-39.268                       ;202104
2328232;PREF M DEP IRAPUAN PINHEIRO                                 ;CONSULTORIO DE FISIOTERAPIA                                 ;RUA JOSE JOSUE DA COSTA                 ;S/N       ;CENTRO              ;63645000;230426;-5.917                        ;-39.268                       ;202104
2328240;PREF M DEP IRAPUAN PINHEIRO                                 ;UNIDADE BASICA DE SAUDE DA SEDE                             ;AVENIDA JOSE JOSUE DA COSTA             ;S/N       ;CENTRO              ;63645000;230426;-5.917                        ;-39.268                       ;202104
2328259;PREF M CARIUS                                               ;CENTRO DE SAUDE DE CARIUS                                   ;RUA 13 DE MAIO                          ;S/N       ;CENTRO              ;63530000;230330;-6.533694                     ;-39.497325                    ;202104
2328267;PREF M CARIUS                                               ;POSTO DE SAUDE DE CAIPU                                     ;VILA CAIPU                              ;S/N       ;CENTRO              ;63530000;230330;-6.630965                     ;-39.329445                    ;202104
2328275;PREF M CARIUS                                               ;POSTO DE SAUDE DE SAO BARTOLOMEU                            ;VILA SAO BARTOLOMEU                     ;S/N       ;CENTRO              ;63530000;230330;-6.621325                     ;-39.504703                    ;202104
2328283;PREF M CARIUS                                               ;POSTO DE SAUDE DE SAO SEBASTIAO                             ;VILA SAO SEBASTIAO                      ;S/N       ;CENTRO              ;63530000;230330;-6.610293                     ;-39.631945                    ;202104
2328291;MUNICIPIO DE QUIXELO                                        ;POSTO DE SAUDE DE FAE                                       ;SITIO ALTOS                             ;S/N       ;ZONA RURAL          ;63515000;231135;-6.254485061341188            ;-39.20014679431915            ;202104
2328305;MUNICIPIO DE QUIXELO                                        ;POSTO DE SAUDE DE JIQUI                                     ;SITIO RIACHO DO MEIO                    ;S/N       ;ZONA RURAL          ;63515000;231135;-6.254378411570074            ;-39.19991612434387            ;202104
2328321;MUNICIPIO DE QUIXELO                                        ;POSTO DE SAUDE DE VILA ANTONICO                             ;VILA ANTONICO                           ;S/N       ;ZONA RURAL          ;63515000;231135;-6.262691695948694            ;-39.26696062088013            ;202104
2328356;MUNICIPIO DE QUIXELO                                        ;POSTO DE SAUDE DE MULUNGU                                   ;SITIO MULUNGU                           ;S/N       ;ZONA RURAL          ;63515000;231135;-6.254085124587354            ;-39.200109243392944           ;202104
2328372;SOCIEDADE DE PROTECAO E ASSISTENCIA A MATERNIDADE E INFANCIA;HOSPITAL INFANTIL N S DO PERPETUO SOCORRO                   ;RUA DOM QUINTINO                        ;251       ;CENTRO              ;63800000;231140;-5.197                        ;-39.298                       ;202104
2328380;PREFEITURA MUNICIPAL DE QUIXERAMOBIM                        ;HOSPITAL REGIONAL DR PONTES NETO                            ;ALTO DO BOQUEIRAO                       ;S/N       ;CENTRO              ;63800000;231140;-5.195492450873682            ;-39.31182861328125            ;202104
2328399;SOC QUIXADAENSE DE PROT E ASSIST A MATERNIDADE E A INFANCIA ;HOSP E MATERNIDADE JESUS MARIA JOSE HMJMJ                   ;AV FRANCISCO ALMEIDA PINHEIRO           ;2268      ;PLANALTO UNIVERSITAR;63902180;231130;-4.966840523382608            ;-39.024553298950195           ;202104
2328402;HOSPITAL MUNICIPAL DR EUDASIO BARROSO                       ;HOSPITAL DE CAMPANHA COVID 19 DR EUDASIO BARROSO HMEB       ;RUA DOUTOR EUSEBIO N A SOUSA C DR FCO A ;2324      ;CENTRO              ;63900224;231130;-4.9675032130862435           ;-39.02212858200073            ;202104
2328410;SOC CIVIL CASA DA MAE POBRE                                 ;HOSPITAL GERAL SUZANA GURGEL DO VALE                        ;RUA EDUARDO GURGEL VALENTE              ;S/N       ;CENTRO              ;63560000;230030;                              ;                              ;202104
2328429;MUNICIPIO DE QUIXELO                                        ;HOSP MUNIC DE QUIXELO                                       ;TRAVESSA JOSE VICENTE                   ;S/N       ;CENTRO              ;63515000;231135;-6.254                        ;-39.202                       ;202104
2328437;PREF M DEP IRAPUAN PINHEIRO                                 ;HOSPITAL MUNICIPAL SAO BERNARDO                             ;RUA CANDIDO BORGES                      ;S/N       ;CENTRO              ;63645000;230426;-5.916388654413813            ;-39.26567316055298            ;202104
2328445;PREFEITURA MUNICIPAL DE PACOTI                              ;HOSPITAL PADRE QUILIANO E MATERNIDADE DONA NEUSA HOLANDA    ;RUA PE QUILIANO                         ;143       ;CENTRO              ;62770000;230980;-4.22573918296025             ;-38.919957876205444           ;202104
2328453;PREFEITURA MUNICIPAL DE GUARACIABA DO NORTE                 ;UBS CENTRO DE SAUDE I                                       ;RUA 12 DE MAIO                          ;S/N       ;CENTRO              ;62380000;230500;-4.167                        ;-40.748                       ;202104
2328461;PREF M CARNAUBAL                                            ;UNIDADE BASICA DE SAUDE DE CACHOEIRA DO SUL                 ;SITIO CACHOEIRA DO SUL                  ;0         ;CACHOEIRA SUL       ;62375000;230340;-4.169349                     ;-40.912897                    ;202104
2328488;PREF M UBAJARA                                              ;UNIDADE BASICA DE SAUDE DE CHAPADA                          ;SITIO CHAPADA                           ;S/N       ;CHAPADA             ;62350000;231360;-3.838034                     ;-40.856428                    ;202104
2333619;SIND TRAB RURAIS DE CARNAUBAL                               ;AMB SIND TRAB RU DE CARNAUBAL                               ;RUA DEP VICENTE RIBEIRO                 ;S/N       ;CENTRO              ;62375000;230340;                              ;                              ;202104
2333627;PREFEITURA MUNICIPAL DE PACOTI                              ;POSTO DE SAUDE DE SANTANA                                   ;COMUNIDADE DE SANTANA                   ;S/N       ;ZONA RURAL          ;62770000;230980;-4.235058539015209            ;-38.88628005981445            ;202104
2333635;PREFEITURA MUNICIPAL DE PACOTI                              ;POSTO DE SAUDE DE GRANJA                                    ;RUA JOSE PONTES FILHO                   ;S/N       ;CENTRO              ;62770000;230980;-4.227697219998325            ;-38.90876770019531            ;202104
2333643;PREF M CATARINA                                             ;UNIDADE BASICA DE VIG SANITARIA                             ;RUA OSTERNO FEITOSA FERRO               ;S/N       ;VILA NOVA           ;63595000;230360;-6.1354677                    ;-39.880352                    ;202104
2333651;PREF M TIANGUA                                              ;AMB MUNICIPAL DE TIANGUA                                    ;AV JAQUES NUNES                         ;S/N       ;CENTRO              ;62320000;231340;                              ;                              ;202104
2333686;PREF M BATURITE                                             ;POSTO DE SAUDE DE SERRA DO EVARISTO                         ;SERRA DO EVARISTO                       ;S/N       ;ZONA RURAL          ;62760000;230210;-4.370887857039266            ;-38.91106367111206            ;202104
2333694;PREF M BATURITE                                             ;POSTO DE SAUDE DE JUCA DO ZE VILAR                          ;JUCA DE ZE VILAR                        ;S/N       ;ZONA RURAL          ;62760000;230210;-4.395705952493873            ;-38.86096000671387            ;202104
2333708;PREF M BATURITE                                             ;UNID DE SAUDE DE MANGA                                      ;LOCALIDADE DE MANGA                     ;S/N       ;MANGA               ;62760000;230210;-4.340227817144538            ;-38.870776891708374           ;202104
2333716;SISTEMA DE SAUDE VICENTINA MARGARIDA NASEAU SSVMN           ;HOSPITAL E MATERNIDADE JOSE PINTO DO CARMO                  ;RUA NOSSA SENHORA DA PALMA              ;01264     ;CENTRO              ;62760000;230210;-4.328550785277808            ;-38.88163447380066            ;202104
2333724;PREF M BATURITE                                             ;POSTO DE SAUDE DE SAO SEBASTIAO                             ;SAO SEBASTIAO                           ;S/N       ;ZONA RURAL          ;62760000;230210;-4.2914847                    ;-38.8276854                   ;202104
2333740;PREF M GUARAMIRANGA                                         ;HOSPITAL MUNICIPAL DE GUARAMIRANGA                          ;RUA CORONEL LINHARES                    ;320       ;CENTRO              ;62766000;230510;-4.263                        ;-38.933                       ;202104
2333759;PREF M GUARAMIRANGA                                         ;UNIDA BASICA DE SAUDE DA FAMILIA DE PERNAMBUQUINHO          ;AV PREFEITURA F F FILHO                 ;00410     ;PERNAMBUQUINHO      ;62766000;230510;-4.210149608051277            ;-38.95133972167969            ;202104
2333767;PREF M GUARAMIRANGA                                         ;UNIDADE BASICA DE SAUDE DA FAMILIA AGOSTINHO                ;SITIO AGOSTINHO                         ;S/N       ;SITIO AGOSTINHO     ;62766000;230510;-4.224187729337277            ;-38.98052215576172            ;202104
2333775;PREFEITURA MUNICIPAL DE ARATUBA                             ;UNIDADE BASICA DE SAUDE DE MUNDO NOVO                       ;SITIO MUNDO NOVO                        ;S/N       ;ZONA RURAL          ;62762000;230140;-4.416458380864522            ;-39.02760028839111            ;202104
2333783;PREFEITURA MUNICIPAL DE ARATUBA                             ;UNIDADE BASICA DE SAUDE DE PAI JOAO                         ;SITIO PAI JOAO                          ;S/N       ;ZONA RURAL          ;62762000;230140;-4.447339913913027            ;-38.95696699619293            ;202104
2333791;PREFEITURA MUNICIPAL DE ARATUBA                             ;UNIDADE BASICA DE SAUDE DE SERRA VERDE                      ;SITIO SERRA VERDE                       ;S/N       ;ZONA RURAL          ;62762000;230140;-4.372562                     ;-39.0456516                   ;202104
2333805;PREFEITURA MUNICIPAL DE ARATUBA                             ;CENTRO DE ATENCAO A MULHER                                  ;TRAV JOSE AQUINO PEREIRA                ;S/N       ;CENTRO              ;62762000;230140;-4.419774436829722            ;-39.044031500816345           ;202104
2333813;SOC HOSPITALAR PADRE DIONISIO                               ;SOCIEDADE HOSPITALAR PE DIONISIO                            ;AV ARLINDO MEDINA                       ;S/N       ;CENTRO              ;62762000;230140;-4.418961469642669            ;-39.04510974884033            ;202104
2333821;PREFEITURA MUNICIPAL DE ARATUBA                             ;UNIDADE BASICA DE SAUDE DA SEDE                             ;TRAV JOSE AQUINO PEREIRA                ;S/N       ;CENTRO              ;62762000;230140;-4.4197423460366165           ;-39.046053886413574           ;202104
2333848;PREFEITURA MUNICIPAL DE ITAPIUNA                            ;HOSPITAL MATERNIDADE PROFESSOR WALDEMAR ALCANTARA           ;RUA ALBERTO FELIX                       ;S/N       ;ALTO DAS UMBURANAS  ;62740000;230650;-4.564                        ;-38.922                       ;202104
2333856;PREF M MULUNGU                                              ;HOSP MATERN WALDEMAR ALCANTARA                              ;RUA PROF MILTON FACANHA ABREU           ;S/N       ;CENTRO              ;62764000;230910;-4.3056613                    ;-38.9995498                   ;202104
2333864;PREF M CATARINA                                             ;HOSPITAL MUNICIPAL DR GENTIL DOMINGUES                      ;RUA VICENTE VITORIANO                   ;S/N       ;CENTRO              ;63595000;230360;-6.1324523                    ;-39.8743635                   ;202104
2333872;HOSPITAL E MAT SANTA ISABEL                                 ;HOSP MATERN SANTA ISABEL                                    ;PRACA DA MATRIZ                         ;12        ;CENTRO              ;63580000;230740;                              ;                              ;202104
2333880;PREFEITURA MUNICIPAL DE MOMBACA                             ;HOSP MATERN ANT ADERALDO CASTELO                            ;RUA CEL JOSE ADERALDO                   ;515       ;CENTRO              ;63610000;230850;-5.742711947992624            ;-39.62787866592407            ;202104
2333899;PREF M GRANJA                                               ;HOSP MATERN DR VICENTE ARRUDA                               ;RUA JOAO PESSOA                         ;S/N       ;EXPOSICAO           ;62430000;230470;-3.1273652                    ;-40.8328294                   ;202104
2333902;PREF M MARTINOPOLE                                          ;HOSP IMACULADA CONCEICAO                                    ;AVENIDA CAPITAO BRITO                   ;S/N       ;CENTRO              ;62450000;230790;-3.223193600412106            ;-40.6978440284729             ;202104
2333910;ASSOC CHAGAS LAURINO                                        ;HOSP MATERN CHAGAS LAURINO                                  ;RUA ANTONIO FONTENELE                   ;S/N       ;CENTRO              ;62450000;230790;                              ;                              ;202104
2336944;PREFEITURA MUNICIPAL DE MARACANAU                           ;CENTRO DE VIGILANCIA SANITARIA                              ;AV II                                   ;S/N       ;JEREISSATI I        ;61900370;230765;                              ;                              ;202104
2336952;PREFEITURA MUNICIPAL DE MARACANAU                           ;SOS MARACANAU                                               ;PCA HENRIQUE MENDES                     ;S/N       ;CENTRO              ;61900161;230765;-3.877                        ;-38.626                       ;202104
2371847;PREFEITURA MUNICIPAL DE PALHANO                             ;HOSP MATERNIDADE MARIA TEREZA DE JESUS MATEUS               ;RUA MIGUEL RODRIGUES SANTIAGO           ;201       ;CENTRO              ;62910000;231000;-4.7432943                    ;-37.9563297                   ;202104
2371855;PREF M SABOEIRO                                             ;POSTO DE SAUDE DE SAO JOSE                                  ;DISTRITO DE SAO JOSE                    ;S/N       ;SAO JOSE            ;63590000;231190;-6.6450169                    ;-39.7881327                   ;202104
2371863;PREF M SABOEIRO                                             ;POSTO DE SAUDE DE BARRINHA                                  ;POVOADO BARRINHA                        ;S/N       ;CENTRO              ;63590000;231190;-6.5179982                    ;-39.7667078                   ;202104
2371871;PREF M SABOEIRO                                             ;POSTO DE SAUDE DE MALHADA                                   ;DISTRITO DE MALHADA                     ;S/N       ;MALHADA             ;63590000;231190;-6.6445247                    ;-39.9585452                   ;202104
2371898;PREF M SABOEIRO                                             ;POSTO DE SAUDE DE FLAMENGO                                  ;POVOADO FLAMENGO                        ;S/N       ;CENTRO              ;63590000;231190;-6.2597038                    ;-39.7609639                   ;202104
2371901;PREF M SABOEIRO                                             ;CENTRO DE SAUDE DE SABOEIRO                                 ;RUA AMELIA LIMA BRAGA                   ;00003     ;CENTRO              ;63590000;231190;-6.5403233                    ;-39.9054338                   ;202104
2371928;PREF M PIQUET CARNEIRO                                      ;UNIDADE BASICA SAUDE FAMILIA EUFRAZINA PINHEIRO COSTA       ;RUA MUNDALVA PINHEIRO                   ;S/N       ;DISTRITO DE IBICUA  ;63608000;231090;-5.929119830992582            ;-39.42984580993652            ;202104
2371936;PREF M PIQUET CARNEIRO                                      ;UNIDADE BASICA SAUDE FAMILIA MARILU AIRES DE CASTRO         ;CONJUNTO MAE RAINHA                     ;S/N       ;CENTRO              ;63605000;231090;-5.808991763940826            ;-39.41688537597656            ;202104
2371944;PREF M PIQUET CARNEIRO                                      ;UNIDADE BASICA SAUDE FAMILIA VEREADOR LUIZ APOLONIO SOUSA   ;RUA SAO SEBASTIAO                       ;S/N       ;DISTRITO DE MULUNGU ;63606000;231090;-5.8363238838138285           ;-39.377349615097046           ;202104
2371952;PREF M PIQUET CARNEIRO                                      ;UNIDADE BASICA SAUDE FAMILIA NOSSA SENHORA AUXILIADORA      ;RUA MARIO RODRIGUES DA SILVA            ;S/N       ;DISTRITO DE CATOLE D;63605000;231090;-5.945052062994335            ;-39.52404499053955            ;202104
2371979;PREFEITURA MUNICIPAL DE ICAPUI                              ;UBS DE BARREIRAS                                            ;PRAIA DE BARREIRAS                      ;S/N       ;BARREIRAS           ;62810000;230535;-4.6725263                    ;-37.4143558                   ;202104
2371987;PREFEITURA MUNICIPAL DE ICAPUI                              ;UBS MONSENHOR DIOMEDES DE CARVALHO                          ;VILA DE MORRO PINTADO                   ;S/N       ;MORRO PINTADO       ;62810000;230535;-4.746732451189863            ;-37.302856743335724           ;202104
2371995;PREFEITURA MUNICIPAL DE ICAPUI                              ;UBS CATARINA EVANGELISTA DE SOUSA                           ;AV ESAU LACERDA                         ;S/N       ;MUTAMBA             ;62810000;230535;-4.695015802762202            ;-37.377848625183105           ;202104
2372002;PREFEITURA MUNICIPAL DE ICAPUI                              ;UBS ESTRELA DO MAR                                          ;PRAIA DE REDONDA                        ;S/N       ;REDONDA             ;62810000;230535;-4.6513822                    ;-37.4701417                   ;202104
2372010;PREFEITURA MUNICIPAL DE ICAPUI                              ;UBS MARIA ANTONIETA BRASIL OLIVEIRA                         ;VILA DE PEIXE GORDO                     ;S/N       ;PEIXE GORDO         ;62810000;230535;-4.774814517854922            ;-37.2852748632431             ;202104
2372037;PREFEITURA MUNICIPAL DE MARACANAU                           ;USF MARIA DAS GRACAS MAXIMIANO                              ;OSVALDO RIZATO                          ;S/N       ;JARDIM BANDEIRANTE  ;61934210;230765;-3.877                        ;-38.626                       ;202104
2372045;PREFEITURA MUNICIPAL DE MARACANAU                           ;CENTRO DE SAUDE CEASA                                       ;AV DR MENDEL STEINBRUSH                 ;S/N       ;PAJUCARA            ;61939210;230765;                              ;                              ;202104
2372053;PREFEITURA MUNICIPAL DE MARACANAU                           ;USF SENADOR FERNANDES TAVORA                                ;AV CONTORNO SUL                         ;12        ;INDUSTRIAL          ;61925210;230765;-3.877                        ;-38.626                       ;202104
2372061;PREFEITURA MUNICIPAL DE MARACANAU                           ;USF ENFERMEIRA ISABEL BONFIM                                ;R 08                                    ;1570      ;ALTO ALEGRE II      ;61925150;230765;-3.877                        ;-38.626                       ;202104
